Player,Squad,Cluster_0_proba,Cluster_1_proba,Cluster_2_proba,Cluster_3_proba,Cluster_4_proba,Cluster_5_proba,Cluster_6_proba,Cluster_7_proba,Cluster_8_proba,Cluster_hard,Cluster_confidence
Berat Djimsiti,al Albania,0.0,0.20307099,0.0,0.0,0.79692303,0.0,0.0,0.0,5.98e-06,4,0.79692303
Kieran Tierney,sct Scotland,0.0,0.03902685,0.0,0.0,0.76608802,0.19485196,0.0,0.0,3.317e-05,4,0.76608802
Arlind Ajeti,al Albania,0.0,0.42975493,0.0,0.0,0.5702429,0.0,0.0,0.0,2.17e-06,4,0.5702429
Altay Bayındır,tr Türkiye,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Andriy Lunin,ua Ukraine,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Giorgi Mamardashvili,ge Georgia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Thomas Strakosha,al Albania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Gianluigi Donnarumma,it Italy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Diogo Costa,pt Portugal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Kasper Schmeichel,dk Denmark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Jindřich Staněk,cz Czechia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Yann Sommer,ch Switzerland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Mert Günok,tr Türkiye,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Mike Maignan,fr France,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Péter Gulácsi,hu Hungary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Predrag Rajković,rs Serbia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Florin Niță,ro Romania,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Unai Simón,es Spain,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,1.0
Jan Oblak,si Slovenia,0.0,0.0,0.0,0.0,0.0,0.99999999,0.0,0.0,0.0,5,0.99999999
Wojciech Szczęsny,pl Poland,0.0,0.0,0.0,0.0,0.0,0.99999999,0.0,0.0,0.0,5,0.99999999
Anatolii Trubin,ua Ukraine,0.0,0.0,0.0,0.0,0.0,0.99999999,0.0,0.0,0.0,5,0.99999999
Patrick Pentz,at Austria,0.0,0.0,0.0,0.0,1e-08,0.99999999,0.0,0.0,0.0,5,0.99999999
Bart Verbruggen,nl Netherlands,0.0,0.0,0.0,0.0,1e-08,0.99999999,0.0,0.0,0.0,5,0.99999999
David Raya,es Spain,0.0,0.0,0.0,0.0,1e-08,0.99999999,0.0,0.0,0.0,5,0.99999999
Koen Casteels,be Belgium,0.0,0.0,0.0,0.0,1e-08,0.99999999,0.0,0.0,0.0,5,0.99999999
Angus Gunn,sct Scotland,0.0,0.0,0.0,0.0,2e-08,0.99999998,0.0,0.0,0.0,5,0.99999998
Jordan Pickford,eng England,0.0,0.0,0.0,0.0,2e-08,0.99999998,0.0,0.0,0.0,5,0.99999998
Martin Dúbravka,sk Slovakia,0.0,0.0,0.0,0.0,2e-08,0.99999997,0.0,0.0,0.0,5,0.99999997
Dominik Livaković,hr Croatia,0.0,0.0,0.0,0.0,6e-08,0.99999993,0.0,0.0,0.0,5,0.99999993
Zuriko Davitashvili,ge Georgia,0.0,0.0,0.0,0.0,7e-08,0.99999993,0.0,0.0,0.0,5,0.99999993
Paweł Dawidowicz,pl Poland,0.0,2.01e-06,0.0,0.0,6.88e-06,0.99999111,0.0,0.0,0.0,5,0.99999111
Joselu,es Spain,0.0,0.0,0.0,0.0,1.221e-05,0.99998779,0.0,0.0,0.0,5,0.99998779
Łukasz Skorupski,pl Poland,0.0,7.6e-06,0.0,0.0,1.192e-05,0.99998048,0.0,0.0,0.0,5,0.99998048
Marko Arnautović,at Austria,0.0,0.0,0.0,0.0,7.17e-05,0.9999283,0.0,0.0,0.0,5,0.9999283
David Doudera,cz Czechia,0.0,2.015e-05,0.0,0.0,7.299e-05,0.99990686,0.0,0.0,0.0,5,0.99990686
John McGinn,sct Scotland,0.0,1.5e-06,0.0,0.0,0.00012677,0.99987173,0.0,0.0,0.0,5,0.99987173
Jan Kuchta,cz Czechia,0.0,1.097e-05,0.0,0.0,0.00023538,0.99975365,0.0,0.0,0.0,5,0.99975365
Nedim Bajrami,al Albania,0.0,7e-08,0.0,0.0,0.0011717,0.99882822,0.0,0.0,0.0,5,0.99882822
Aleksandar Mitrović,rs Serbia,0.0,0.0,0.0,2.78e-06,0.00216981,0.99782741,0.0,0.0,0.0,5,0.99782741
Mateo Retegui,it Italy,0.0,0.0,0.0,3e-08,0.00271443,0.99728554,0.0,0.0,0.0,5,0.99728554
Rey Manaj,al Albania,0.0,0.0,0.0,0.0,0.00439317,0.99560683,0.0,0.0,0.0,5,0.99560683
Dani Olmo,es Spain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0
Cole Palmer,eng England,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0
Lamine Yamal,es Spain,1e-08,0.0,0.0,0.0,0.0,0.0,0.99999999,0.0,0.0,6,0.99999999
Heorhiy Sudakov,ua Ukraine,1.755e-05,0.0,1.52e-06,0.0,0.0,0.0,0.99998093,0.0,0.0,6,0.99998093
Kylian Mbappé,fr France,2.643e-05,0.0,0.0,0.0,0.0,0.0,0.99997357,0.0,0.0,6,0.99997357
Xavi Simons,nl Netherlands,0.0,0.0,4.729e-05,0.0,0.0,0.0,0.99995271,0.0,0.0,6,0.99995271
Piotr Zieliński,pl Poland,6.069e-05,0.0,2.18e-06,0.0,0.0,0.0,0.99993714,0.0,0.0,6,0.99993714
Ousmane Dembélé,fr France,9.625e-05,0.0,0.0,0.0,0.0,0.0,0.99990375,0.0,0.0,6,0.99990375
Jamal Musiala,de Germany,1e-08,0.0,9.972e-05,0.0,0.0,0.0,0.99990027,0.0,0.0,6,0.99990027
Lorenzo Pellegrini,it Italy,1.638e-05,0.0,0.00019091,0.0,0.0,0.0,0.99978545,7.26e-06,0.0,6,0.99978545
Christoph Baumgartner,at Austria,3.234e-05,0.0,1.82e-06,0.00018196,0.0,0.0,0.99978388,0.0,0.0,6,0.99978388
Ruben Vargas,ch Switzerland,3e-08,0.0,0.00014803,0.00010618,0.0,0.0,0.99974577,0.0,0.0,6,0.99974577
Bukayo Saka,eng England,1.162e-05,0.0,0.00021935,7.567e-05,0.0,0.0,0.99968646,6.9e-06,0.0,6,0.99968646
Jeremy Doku,be Belgium,0.00011786,0.0,1.442e-05,0.00032578,0.0,0.0,0.99954195,0.0,0.0,6,0.99954195
Donyell Malen,nl Netherlands,4.47e-06,0.0,6e-07,0.00049493,0.0,0.0,0.9995,0.0,0.0,6,0.9995
Orkun Kökçü,tr Türkiye,0.0,0.0,0.00050853,0.0,0.0,0.0,0.99949147,0.0,0.0,6,0.99949147
Marcel Sabitzer,at Austria,0.0,0.0,8.378e-05,0.00054293,0.0,0.0,0.99937327,1e-08,0.0,6,0.99937327
Arda Güler,tr Türkiye,6.4e-06,0.0,0.00114591,0.0,0.0,0.0,0.99884769,1e-08,0.0,6,0.99884769
İlkay Gündoğan,de Germany,0.0,0.0,0.00117331,2e-08,0.0,0.0,0.99882666,0.0,0.0,6,0.99882666
Dominik Szoboszlai,hu Hungary,0.00105989,0.0,0.00022177,1e-08,0.0,0.0,0.99871832,1e-08,0.0,6,0.99871832
Memphis,nl Netherlands,3.424e-05,0.0,4.5e-07,0.00147605,0.0,0.0,0.99848927,0.0,0.0,6,0.99848927
Mikel Oyarzabal,es Spain,0.0,0.0,5e-07,0.0022445,0.0,0.0,0.997755,0.0,0.0,6,0.997755
Leroy Sané,de Germany,8.3e-06,0.0,2e-08,0.00557287,0.0,0.0,0.99441881,0.0,0.0,6,0.99441881
Pedri,es Spain,0.00572941,0.0,0.0,0.0,0.0,0.0,0.99427059,0.0,0.0,6,0.99427059
Leandro Trossard,be Belgium,0.00540822,0.0,0.00035794,1.464e-05,0.0,0.0,0.99419923,1.996e-05,0.0,6,0.99419923
Mykhailo Mudryk,ua Ukraine,0.00527245,0.0,0.0,0.00055073,0.0,0.0,0.99417682,0.0,0.0,6,0.99417682
Nico Williams,es Spain,0.01090318,0.0,0.0,0.0,0.0,0.0,0.98909682,0.0,0.0,6,0.98909682
Niclas Füllkrug,de Germany,0.00097432,0.0,0.0,0.01047217,0.0,0.0,0.98855352,0.0,0.0,6,0.98855352
Antoine Griezmann,fr France,0.01686716,0.0,1.33e-06,0.0,0.0,0.0,0.98313151,0.0,0.0,6,0.98313151
Kristjan Asllani,al Albania,0.02621636,0.0,0.0002612,0.0,0.0,0.0,0.97352244,0.0,0.0,6,0.97352244
Fabian Rieder,ch Switzerland,5.02e-06,0.0,0.02705417,2.2e-07,0.0,0.0,0.97245894,0.00048165,0.0,6,0.97245894
Andrej Kramarić,hr Croatia,0.00119013,0.0,1.221e-05,0.0344801,0.0,0.0,0.96431752,3e-08,0.0,6,0.96431752
Kerem Aktürkoğlu,tr Türkiye,9.785e-05,0.0,0.0,4.952e-05,0.04008675,0.0,0.95976588,0.0,0.0,6,0.95976588
Christian Eriksen,dk Denmark,0.06663488,0.0,0.0,0.0,2.1e-07,0.0,0.93336491,0.0,0.0,6,0.93336491
Bernardo Silva,pt Portugal,0.07531486,0.0,0.0003056,0.0,0.0,0.0,0.92437954,0.0,0.0,6,0.92437954
Qazim Laçi,al Albania,3e-07,0.0,1.84e-06,5e-08,0.0,0.0,1e-08,0.99999779,0.0,7,0.99999779
Federico Dimarco,it Italy,0.0,0.0,1.46e-06,2e-08,0.0,0.0,3.39e-06,0.99999513,0.0,7,0.99999513
Bendegúz Bolla,hu Hungary,0.0,0.0,3.1e-06,8.77e-06,0.0,0.0,0.0,0.99998812,0.0,7,0.99998812
Nicolae Stanciu,ro Romania,8e-08,0.0,1e-08,3.94e-05,0.0,0.0,4.77e-06,0.99995574,0.0,7,0.99995574
Jasir Asani,al Albania,3e-08,0.0,1e-08,8.257e-05,0.0,0.0,3e-08,0.99991736,0.0,7,0.99991736
Dávid Hancko,sk Slovakia,5e-08,0.0,0.00051776,0.0,0.0,0.0,5.41e-06,0.99947678,0.0,7,0.99947678
Nicola Zalewski,pl Poland,2.88e-06,0.0,7.864e-05,0.0,0.0,0.0,0.00056042,0.99935806,0.0,7,0.99935806
Mert Müldür,tr Türkiye,1e-07,2.7e-07,0.00064428,0.0,0.0,0.0,4e-08,0.9993553,0.0,7,0.9993553
Jan Mlakar,si Slovenia,0.0,0.0,8e-08,0.00187812,0.0,0.0,0.0,0.9981218,0.0,7,0.9981218
Barış Alper Yılmaz,tr Türkiye,2e-08,1.7e-07,9.3e-07,0.03479193,0.0,0.0,0.00011246,0.96509448,0.0,7,0.96509448
Denis Drăguș,ro Romania,0.0,0.0,3e-07,0.04635597,0.0,0.0,1e-07,0.95364362,0.0,7,0.95364362
Davide Frattesi,it Italy,0.0,0.0,5.1e-07,0.06061969,0.0,0.0,6.563e-05,0.93931418,0.0,7,0.93931418
Phil Foden,eng England,0.00019469,0.0,0.0065804,0.0,0.0,0.0,0.1041942,0.88903071,0.0,7,0.88903071
Juraj Kucka,sk Slovakia,0.0,0.0,2.56e-06,0.11726836,0.0,0.0,0.00222805,0.88050102,0.0,7,0.88050102
Jude Bellingham,eng England,5e-08,2e-08,0.41162272,0.0,0.0,0.0,0.14025942,0.44811779,0.0,7,0.44811779
Maximilian Mittelstädt,de Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,1.0
Alexander Prass,at Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,1.0
Pedro Neto,pt Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,1.0
Phillipp Mwene,at Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,1.0
David Raum,de Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,1.0
Otar Kakabadze,ge Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999,8,0.99999999
Przemysław Frankowski,pl Poland,0.0,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.99999998,8,0.99999998
Vladimír Coufal,cz Czechia,1e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.99999998,8,0.99999998
Maximilian Wöber,at Austria,1e-08,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.99999998,8,0.99999998
Sebastian Szymański,pl Poland,0.0,4e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.99999996,8,0.99999996
Andrew Robertson,sct Scotland,0.0,0.0,4e-08,0.0,0.0,0.0,0.0,0.0,0.99999996,8,0.99999996
Luke Shaw,eng England,0.0,0.0,8e-08,0.0,0.0,0.0,0.0,0.0,0.99999992,8,0.99999992
Lutsharel Geertruida,nl Netherlands,0.0,0.0,2.2e-07,0.0,0.0,0.0,4e-08,0.0,0.99999974,8,0.99999974
Tomáš Holeš,cz Czechia,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.99999965,8,0.99999965
Marius Marin,ro Romania,0.0,0.0,4.3e-07,7e-08,0.0,0.0,1e-08,1e-08,0.99999948,8,0.99999948
Timi Elšnik,si Slovenia,0.0,0.0,6.4e-07,0.0,0.0,0.0,1.4e-07,1e-08,0.9999992,8,0.9999992
Peter Pekarík,sk Slovakia,0.0,0.0,6.7e-07,0.0,0.0,0.0,0.0,2.7e-07,0.99999906,8,0.99999906
Dušan Tadić,rs Serbia,1.37e-06,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,0.9999986,8,0.9999986
Joakim Mæhle,dk Denmark,0.0,0.0,2.15e-06,0.0,0.0,0.0,1e-07,4e-08,0.99999771,8,0.99999771
Josip Stanišić,hr Croatia,1e-08,0.0,2.81e-06,0.0,0.0,0.0,0.0,0.0,0.99999718,8,0.99999718
Petar Stojanović,si Slovenia,0.0,0.0,1.5e-07,1.3e-06,0.0,0.0,1.41e-06,1.7e-07,0.99999697,8,0.99999697
Vanja Drkušič,si Slovenia,0.0,0.0,1e-08,3.12e-06,0.0,0.0,0.0,0.0,0.99999687,8,0.99999687
Oleksandr Tymchyk,ua Ukraine,0.0,0.0,4.37e-06,0.0,0.0,0.0,0.0,0.0,0.99999563,8,0.99999563
Abdülkerim Bardakcı,tr Türkiye,0.0,0.0,5.05e-06,0.0,0.0,0.0,0.0,0.0,0.99999495,8,0.99999495
Victor Bernth Kristiansen,dk Denmark,0.0,2.11e-06,3.94e-06,0.0,0.0,0.0,1e-07,0.0,0.99999385,8,0.99999385
Anthony Ralston,sct Scotland,0.0,0.0,0.0,6.62e-06,0.0,0.0,0.0,0.0,0.99999338,8,0.99999338
Ryan Christie,sct Scotland,0.0,0.0,0.0,8.33e-06,0.0,0.0,0.0,0.0,0.99999167,8,0.99999167
Jesús Navas,es Spain,0.0,0.0,8.64e-06,0.0,0.0,0.0,0.0,0.0,0.99999136,8,0.99999136
Ferdi Kadioglu,tr Türkiye,4e-07,0.0,8.15e-06,0.0,0.0,0.0,1.3e-07,0.0,0.99999131,8,0.99999131
Lovro Majer,hr Croatia,1.063e-05,0.0,0.0,0.0,0.0,0.0,6e-07,0.0,0.99998876,8,0.99998876
Kaan Ayhan,tr Türkiye,0.0,0.0,1.158e-05,0.0,0.0,0.0,0.0,0.0,0.99998842,8,0.99998842
Denzel Dumfries,nl Netherlands,5e-08,0.0,1.101e-05,0.0,0.0,0.0,3.04e-06,0.0,0.9999859,8,0.9999859
Kieran Trippier,eng England,3.6e-07,0.0,1.477e-05,0.0,0.0,0.0,1e-08,0.0,0.99998485,8,0.99998485
Strahinja Pavlović,rs Serbia,0.0,0.0,1.595e-05,0.0,0.0,0.0,0.0,0.0,0.99998405,8,0.99998405
İsmail Yüksek,tr Türkiye,0.0,0.0,1.932e-05,0.0,0.0,0.0,3e-08,0.0,0.99998065,8,0.99998065
Alexander Bah,dk Denmark,0.0,0.0,3.932e-05,0.0,0.0,0.0,1e-08,0.0,0.99996066,8,0.99996066
Andrija Živković,rs Serbia,4.405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99995595,8,0.99995595
Jules Koundé,fr France,5e-08,0.0,4.71e-05,0.0,0.0,0.0,0.0,0.0,0.99995285,8,0.99995285
Fabian Schär,ch Switzerland,0.0,0.0,4.993e-05,0.0,0.0,0.0,0.0,0.0,0.99995007,8,0.99995007
Rafael Leão,pt Portugal,5.6e-07,0.0,0.0,0.0,0.0,0.0,5.124e-05,0.0,0.99994819,8,0.99994819
Ricardo Rodríguez,ch Switzerland,0.0,0.0,5.269e-05,0.0,0.0,0.0,0.0,0.0,0.99994731,8,0.99994731
Milos Kerkez,hu Hungary,0.0,0.0,2e-08,6.378e-05,0.0,0.0,0.0,0.0,0.9999362,8,0.9999362
Eberechi Eze,eng England,0.0,0.0,0.0,0.00014584,0.0,0.0,1.5e-07,0.0,0.99985401,8,0.99985401
Riccardo Calafiori,it Italy,0.0,0.0,0.00016704,0.0,0.0,0.0,0.0,0.0,0.99983296,8,0.99983296
Tomáš Suslov,sk Slovakia,0.00019833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99980167,8,0.99980167
Ivan Ilić,rs Serbia,0.0,0.0,0.00040306,0.0,0.0,0.0,2e-08,0.0,0.99959692,8,0.99959692
Ianis Hagi,ro Romania,0.0,3.51e-06,7e-08,0.00051522,0.0,0.0,5.4e-07,1.4e-07,0.99948052,8,0.99948052
João Cancelo,pt Portugal,2.353e-05,0.0,0.00066721,0.0,0.0,0.0,0.0,0.0,0.99930926,8,0.99930926
Joachim Andersen,dk Denmark,0.0,0.0,0.00078279,0.0,0.0,0.0,0.0,0.0,0.9992172,8,0.9992172
Giorgi Kochorashvili,ge Georgia,0.0,0.00094449,2e-08,0.0,0.0,0.0,1e-08,0.0,0.99905548,8,0.99905548
Federico Chiesa,it Italy,0.00147421,0.0,0.0,0.00011353,0.0,0.0,0.00017433,0.0,0.99823793,8,0.99823793
Nathan Aké,nl Netherlands,0.0,0.00174415,3.999e-05,0.0,0.0,0.0,0.0,0.0,0.99821586,8,0.99821586
Tijjani Reijnders,nl Netherlands,4.6e-06,0.0,0.00265557,0.0,0.0,0.0,4.642e-05,0.0,0.99729341,8,0.99729341
Jerdy Schouten,nl Netherlands,0.0,0.0,0.00292959,0.0,0.0,0.0,1e-08,0.0,0.9970704,8,0.9970704
Illia Zabarnyi,ua Ukraine,0.0,0.00400856,5.697e-05,0.0,0.0,0.0,0.0,0.0,0.99593447,8,0.99593447
Zeki Çelik,tr Türkiye,0.00557264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99442736,8,0.99442736
Kyle Walker,eng England,0.0,0.00445247,0.00182166,0.0,0.0,0.0,0.0,0.0,0.99372587,8,0.99372587
Rúben Dias,pt Portugal,2e-08,0.0,0.00714954,0.0,0.0,0.0,0.0,0.0,0.99285044,8,0.99285044
Jorginho,it Italy,1.14e-06,0.0,3.5e-07,0.0,0.01047623,0.0,0.0,0.0,0.98952228,8,0.98952228
Josip Juranović,hr Croatia,0.01863233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98136767,8,0.98136767
Callum McGregor,sct Scotland,0.0,0.02296088,5e-08,1.8e-07,0.0,0.0,1e-08,0.0,0.97703887,8,0.97703887
Adrien Rabiot,fr France,1.375e-05,0.0,0.04205672,0.0,0.0,0.0,7.04e-06,0.0,0.95792249,8,0.95792249
Joey Veerman,nl Netherlands,0.0071203,0.0,0.05238057,0.0,0.0,0.0,1.32e-06,0.0,0.94049781,8,0.94049781
